airbnb_listing_id,diaria_media,diaria_mediana,dias_ocupados,min_data,max_data,qtd_linhas
1977915,877.0373149253732,850.0,67,2025-02-13,2025-04-20,67
2951220,789.6676470588235,670.0,85,2025-01-26,2025-04-20,85
3263701,1488.4615384615386,1650.0,26,2025-02-08,2025-04-10,26
3977675,242.7121210909091,198.0,55,2025-01-25,2025-03-31,55
5443557,799.1158536585366,793.0,82,2025-01-07,2025-04-07,82
6569062,738.6589740384615,750.0,104,2025-01-06,2025-04-19,104
8287843,616.9871794871794,700.0,78,2025-01-26,2025-04-20,78
8838629,747.7525242424242,650.0,66,2025-01-21,2025-04-17,66
8936081,493.037037037037,460.0,27,2025-02-28,2025-04-06,27
9327293,922.4090909090909,900.0,33,2025-01-27,2025-03-31,33
9658725,282.1,300.0,10,2025-03-24,2025-04-02,10
9784227,480.0,480.0,19,2025-02-01,2025-02-28,19
10266012,121.25,125.0,58,2025-02-01,2025-04-07,58
10340400,300.0,300.0,6,2025-03-06,2025-03-19,6
10982940,1800.0,1800.0,75,2025-01-23,2025-04-20,75
11044577,384.6154545454545,378.0,55,2025-01-30,2025-04-07,55
11508986,348.7307692307692,354.0,13,2025-02-13,2025-03-08,13
11567423,829.7014925373135,790.0,67,2025-01-20,2025-04-20,67
12067632,693.1764705882352,713.0,34,2025-02-14,2025-03-31,34
12359560,748.6012960784315,790.0,51,2025-02-13,2025-04-20,51
12490354,748.5075777777778,749.0,63,2025-02-02,2025-04-05,63
12931525,385.28985521739133,383.33334,46,2025-01-15,2025-04-20,46
13522176,2397.796875,2300.0,32,2025-02-10,2025-04-06,32
14872547,613.26953125,690.75,64,2025-01-27,2025-03-31,64
14884678,573.5714285714286,595.0,42,2025-03-10,2025-04-20,42
15024197,800.0,800.0,18,2025-01-30,2025-02-16,18
15500038,501.4212125,444.20000000000005,88,2025-01-15,2025-04-20,88
15523493,641.3103448275862,625.0,58,2025-01-27,2025-04-15,58
15549803,761.8444444444444,590.0,45,2025-01-13,2025-04-19,45
15732070,767.2513222222221,753.3333,63,2025-01-28,2025-03-31,63
15754075,673.5675621621622,620.3333,37,2025-01-28,2025-03-31,37
15791567,580.0,550.0,35,2025-02-16,2025-04-07,35
15909831,731.6773499999999,790.0,78,2025-02-02,2025-04-20,78
15934309,792.7428571428571,790.0,70,2025-02-10,2025-04-20,70
15980018,400.0,400.0,22,2025-03-30,2025-04-20,22
15980108,1500.0,1500.0,39,2025-02-09,2025-04-07,39
16017693,884.7222222222222,910.0,36,2025-01-26,2025-03-31,36
16105751,255.70967741935485,250.0,31,2025-01-29,2025-04-17,31
16177778,756.3804347826087,600.0,92,2025-01-19,2025-04-20,92
16253828,1605.4726054794519,1610.6666,73,2025-01-29,2025-04-19,73
16270332,896.2962962962963,900.0,54,2025-01-16,2025-03-10,54
16321793,521.6216216216217,450.0,74,2025-01-18,2025-04-20,74
16350860,603.9346153846154,653.0,65,2025-02-03,2025-04-20,65
16451544,500.0,500.0,31,2025-03-05,2025-04-20,31
16527828,1055.7931034482758,1050.0,87,2025-01-24,2025-04-20,87
16570256,497.8892123404255,523.0,47,2025-02-09,2025-04-06,47
16586622,607.4583337500001,580.0,80,2025-01-31,2025-04-20,80
16618715,775.3636363636364,750.0,88,2025-01-09,2025-04-20,88
16644316,818.2388059701492,770.0,67,2025-01-06,2025-04-06,67
16662563,1728.0,1728.0,62,2025-01-29,2025-03-31,62
16730935,250.0,250.0,89,2025-01-21,2025-04-19,89
16992951,562.8943661971831,500.0,71,2025-01-21,2025-04-20,71
17013106,1770.3389830508474,1500.0,59,2025-01-14,2025-04-06,59
17034886,832.75,446.0,46,2025-01-06,2025-04-06,46
17294276,970.531914893617,850.0,47,2025-01-30,2025-04-20,47
17511306,1007.8548387096774,1100.0,62,2025-01-24,2025-04-06,62
17570590,1580.7573529411766,1574.0,68,2025-01-12,2025-04-20,68
18395333,625.78125,600.0,64,2025-02-09,2025-04-17,64
18505349,623.4333333333333,628.5,30,2025-03-15,2025-04-13,30
18506998,366.05,350.0,20,2025-03-04,2025-04-16,20
18735821,250.61363636363637,250.0,44,2025-02-10,2025-04-06,44
20555680,200.0,200.0,19,2025-04-01,2025-04-19,19
20618105,637.7817090909091,620.5714,44,2025-01-13,2025-03-06,44
20863370,507.93055555555554,500.0,18,2025-03-19,2025-04-13,18
20943549,408.362564,400.0,65,2025-01-25,2025-04-20,65
21025393,710.8564805555555,700.0,36,2025-02-15,2025-04-20,36
21077682,801.0789456140351,670.3333,57,2025-01-09,2025-04-07,57
21091876,773.989010989011,700.0,91,2025-01-08,2025-04-20,91
21103486,345.25194833333336,315.0,66,2025-01-22,2025-04-20,66
21103807,1081.6901408450703,1450.0,71,2025-01-27,2025-04-07,71
21280090,822.77734375,850.0,64,2025-01-16,2025-04-20,64
21295667,736.2044018867924,820.0,53,2025-02-27,2025-04-20,53
21324331,785.4117647058823,695.0,34,2025-02-05,2025-03-24,34
21397811,699.25,600.0,68,2025-01-27,2025-04-16,68
21436592,528.8059701492538,490.0,67,2025-01-12,2025-03-31,67
21454457,186.53333333333333,172.0,15,2025-02-19,2025-04-20,15
21545686,310.9583333333333,269.0,72,2025-02-03,2025-04-20,72
21552865,698.1724137931035,650.0,29,2025-01-16,2025-03-05,29
21607605,779.0921978723404,650.0,47,2025-01-25,2025-04-17,47
21632405,506.80314528301886,408.0,53,2025-01-29,2025-04-16,53
21662762,296.1111111111111,300.0,36,2025-01-30,2025-04-17,36
21695053,747.1798780487804,702.0,82,2025-01-22,2025-04-20,82
21734892,767.0588235294117,800.0,68,2025-02-12,2025-04-20,68
21743476,692.08295,650.0,56,2025-02-10,2025-04-06,56
21780661,478.25396825396825,600.0,63,2025-01-28,2025-04-06,63
22047595,681.9583333333334,622.16665,60,2025-02-08,2025-04-20,60
22190101,271.7391304347826,250.0,46,2025-02-24,2025-04-20,46
22191680,411.7125,400.0,80,2025-01-25,2025-04-17,80
22223346,592.25,590.0,28,2025-02-23,2025-04-06,28
22231120,334.46041675000004,341.0,80,2025-01-31,2025-04-20,80
22243318,541.5384615384615,580.0,52,2025-02-02,2025-04-20,52
22245880,1299.03705,1210.5,72,2025-01-25,2025-04-20,72
22306996,178.97777766666667,155.0,30,2025-03-22,2025-04-20,30
22307401,405.18518518518516,400.0,27,2025-02-24,2025-04-06,27
22335276,713.114428358209,800.0,67,2025-01-22,2025-04-05,67
22383070,321.29583349999996,250.0,40,2025-01-27,2025-04-20,40
22421016,811.1111111111111,800.0,9,2025-02-15,2025-02-23,9
22421421,434.35714285714283,347.0,56,2025-01-14,2025-04-20,56
22421606,451.40425531914894,361.0,47,2025-01-12,2025-04-17,47
22428497,299.0,299.0,40,2025-02-03,2025-04-06,40
22514231,400.0,300.0,36,2025-01-10,2025-04-06,36
22648075,396.66153846153844,348.0,65,2025-02-02,2025-04-16,65
22739656,1181.4054054054054,1100.0,74,2025-01-24,2025-04-20,74
22810332,480.0,480.0,65,2025-02-15,2025-04-20,65
22901902,724.8858695652174,700.0,92,2025-01-19,2025-04-20,92
23023313,528.6764705882352,550.0,68,2025-01-22,2025-04-19,68
23068512,636.9473684210526,700.0,19,2025-01-13,2025-02-27,19
23078040,774.074074074074,800.0,54,2025-02-09,2025-04-19,54
23108026,679.3243243243244,590.0,74,2025-01-07,2025-04-06,74
23263225,286.40909090909093,283.0,11,2025-01-24,2025-02-03,11
23299596,612.4444444444445,553.0,36,2025-01-15,2025-03-28,36
23343001,569.0140845070423,600.0,71,2025-01-20,2025-03-31,71
23390752,1377.2948717948718,1350.0,78,2025-01-20,2025-04-07,78
23779860,406.25,300.0,32,2025-01-25,2025-04-17,32
23787711,400.0,400.0,90,2025-01-06,2025-04-05,90
24171739,478.8709677419355,400.0,31,2025-03-01,2025-04-16,31
25104649,714.9824561403509,890.0,57,2025-01-06,2025-04-07,57
25165914,625.2873563218391,700.0,87,2025-01-08,2025-04-20,87
25918412,429.68489578125,390.0,64,2025-02-03,2025-04-07,64
26026295,438.7037037037037,390.0,27,2025-01-21,2025-04-11,27
26197944,456.6666666666667,450.0,75,2025-02-05,2025-04-20,75
26334990,1208.4303492537315,1200.0,67,2025-01-31,2025-04-20,67
26570136,691.1965707317073,700.0,82,2025-01-16,2025-04-20,82
26708551,548.6956013888889,434.5,72,2025-01-14,2025-04-20,72
26839303,708.4862173076924,800.0,52,2025-01-24,2025-04-17,52
26895628,877.175,850.0,40,2025-02-13,2025-04-16,40
26898492,373.6842105263158,350.0,38,2025-02-13,2025-04-07,38
27022969,1586.23611,1450.0,60,2025-01-08,2025-03-08,60
27201205,693.4504486486487,600.0,37,2025-01-23,2025-04-16,37
27338096,1383.6067415730338,1350.0,89,2025-01-08,2025-04-06,89
27704027,742.7083333333334,725.0,84,2025-01-27,2025-04-20,84
27718978,523.3333333333334,500.0,24,2025-03-09,2025-04-17,24
27910707,1557.274074074074,1680.0,81,2025-01-14,2025-04-06,81
27981528,541.8688524590164,500.0,61,2025-01-15,2025-04-20,61
28071688,659.3739804878049,550.0,41,2025-02-28,2025-04-19,41
28075525,473.40277777777777,400.0,36,2025-02-26,2025-04-19,36
28155872,400.0,400.0,25,2025-03-13,2025-04-06,25
28160414,598.1967213114754,498.0,61,2025-02-19,2025-04-20,61
28366360,778.7835820895523,800.0,67,2025-01-10,2025-04-20,67
28410850,527.5438592105263,499.0,76,2025-01-26,2025-04-19,76
28429135,433.16878285714284,330.8,63,2025-02-17,2025-04-20,63
28932247,495.59,450.0,50,2025-02-04,2025-04-07,50
28987242,623.8571428571429,507.0,28,2025-03-01,2025-04-16,28
29008738,573.7678571428571,494.0,56,2025-01-15,2025-04-17,56
29114516,354.375,400.0,36,2025-02-17,2025-04-20,36
29145061,439.5571428571429,500.0,56,2025-01-08,2025-04-05,56
29302246,394.7241379310345,400.0,58,2025-01-22,2025-04-06,58
29341170,408.7826086956522,349.0,46,2025-01-29,2025-03-31,46
29739100,721.1872662921348,750.0,89,2025-01-22,2025-04-20,89
29761442,531.8181818181819,650.0,11,2025-02-09,2025-03-14,11
29800671,548.8866666666667,546.0,75,2025-01-21,2025-04-20,75
29870406,794.0581395348837,980.0,86,2025-01-09,2025-04-16,86
30032994,428.42105263157896,360.0,57,2025-01-17,2025-04-06,57
30085847,580.9651162790698,590.0,86,2025-01-07,2025-04-20,86
30098696,249.0,249.0,10,2025-01-23,2025-02-01,10
30105402,771.1538461538462,900.0,91,2025-01-20,2025-04-20,91
30153564,399.0742421818182,399.0,55,2025-02-03,2025-04-20,55
30209117,470.35714285714283,450.0,42,2025-01-21,2025-03-31,42
30271062,534.4868421052631,583.0,76,2025-01-22,2025-04-07,76
30332330,345.70089232142857,347.0,56,2025-01-27,2025-04-16,56
30354217,347.5740740740741,320.0,27,2025-01-18,2025-04-07,27
30402651,589.5,550.0,63,2025-01-07,2025-03-31,63
30491733,786.3455031746032,799.4,63,2025-01-27,2025-04-20,63
30493854,497.5609756097561,450.0,41,2025-02-19,2025-03-31,41
30494198,442.4269662921348,475.0,89,2025-01-06,2025-04-19,89
30519162,3900.0,3900.0,91,2025-01-07,2025-04-07,91
30560948,892.1454905882352,700.0,85,2025-01-14,2025-04-20,85
30617740,556.4929577464789,500.0,71,2025-02-09,2025-04-20,71
30756202,564.8377197368421,550.0,76,2025-01-11,2025-04-06,76
30785010,512.1120689655172,430.0,58,2025-01-10,2025-04-20,58
30795921,1500.0,1500.0,22,2025-03-16,2025-04-06,22
30910938,478.1607142857143,450.0,56,2025-02-15,2025-04-20,56
30922946,199.6056338028169,150.0,71,2025-01-12,2025-04-06,71
31055581,422.1014492753623,415.0,69,2025-01-23,2025-04-20,69
31059537,807.6752128205128,811.5,78,2025-01-11,2025-04-16,78
31069380,774.6190476190476,749.0,21,2025-01-14,2025-03-09,21
31084342,814.1509433962265,800.0,53,2025-01-13,2025-04-07,53
31115702,339.07608695652175,300.0,46,2025-02-02,2025-04-07,46
31122806,564.0,500.0,25,2025-01-07,2025-01-31,25
31141252,402.63157894736844,300.0,38,2025-02-17,2025-04-07,38
31167122,10000.0,10000.0,85,2025-01-13,2025-04-07,85
31169655,404.71923076923076,375.0,65,2025-01-30,2025-04-20,65
31278015,504.2857142857143,430.0,56,2025-02-24,2025-04-20,56
31284638,868.25,845.0,40,2025-01-31,2025-04-19,40
31380471,875.3602564102565,800.0,78,2025-01-16,2025-04-20,78
31397917,2173.3333333333335,250.0,15,2025-01-30,2025-03-18,15
31430342,463.9830508474576,450.0,59,2025-02-08,2025-04-07,59
31441134,1525.8058252427184,1500.0,103,2025-01-07,2025-04-19,103
31454750,544.4661016949152,479.0,59,2025-01-20,2025-04-05,59
31511990,483.43023255813955,500.0,86,2025-01-25,2025-04-20,86
31530689,716.3277777777778,700.0,90,2025-01-17,2025-04-20,90
31543199,751.2727272727273,687.5,44,2025-02-27,2025-04-20,44
31560419,408.5744680851064,449.0,47,2025-02-04,2025-04-19,47
31682871,320.7601624390244,290.0,41,2025-01-30,2025-03-31,41
31859744,497.53246753246754,500.0,77,2025-02-03,2025-04-20,77
31945494,548.8309514285714,630.0,70,2025-02-03,2025-04-17,70
31972121,344.06779661016947,350.0,59,2025-01-30,2025-04-06,59
32134287,652.1904761904761,750.0,84,2025-01-07,2025-04-07,84
32185033,1202.439024390244,1000.0,41,2025-01-25,2025-04-14,41
32234626,402.36842105263156,380.0,38,2025-02-03,2025-04-06,38
32371924,557.6363636363636,518.0,33,2025-01-25,2025-04-19,33
32443120,512.3974353846154,529.0,13,2025-02-25,2025-03-09,13
32486859,891.7745098039215,849.5,51,2025-01-10,2025-04-16,51
32585103,448.05263157894734,600.0,57,2025-01-28,2025-04-15,57
32592683,1123.2142857142858,1000.0,56,2025-01-22,2025-04-20,56
32600458,596.5251566037736,511.1111,53,2025-01-19,2025-04-16,53
32606991,570.4480519480519,536.5,77,2025-01-24,2025-04-20,77
32697747,361.99803882352944,350.0,34,2025-01-29,2025-04-07,34
32766950,320.8333333333333,300.0,48,2025-01-21,2025-04-20,48
32990586,988.4941176470588,950.0,85,2025-01-26,2025-04-20,85
33336758,446.2129638888889,384.0,36,2025-02-12,2025-04-06,36
34218930,726.2360620689655,570.0,58,2025-01-27,2025-04-19,58
34540951,574.6142857142858,524.0,70,2025-01-30,2025-04-20,70
34866449,484.0135135135135,400.0,74,2025-01-18,2025-04-20,74
35481220,672.8583820238096,650.0,84,2025-01-07,2025-03-31,84
35826155,590.0,590.0,20,2025-04-01,2025-04-20,20
35912580,327.8157894736842,350.0,38,2025-03-05,2025-04-20,38
35934720,500.0,500.0,10,2025-02-28,2025-03-09,10
36032020,554.0,450.0,25,2025-02-20,2025-04-15,25
36632832,554.6148648648649,450.0,74,2025-01-15,2025-04-20,74
36698654,1964.5949367088608,1900.0,79,2025-01-18,2025-04-06,79
36908385,642.7777777777778,455.0,27,2025-02-15,2025-03-31,27
37118794,1000.0,1000.0,62,2025-02-08,2025-04-20,62
37153670,386.8018867924528,400.0,53,2025-01-25,2025-04-19,53
37347085,494.46666666666664,492.0,90,2025-01-19,2025-04-20,90
37487828,445.7142857142857,380.0,49,2025-01-15,2025-04-20,49
37494985,857.386905952381,850.0,84,2025-01-16,2025-04-20,84
37708447,756.5833318181817,700.0,44,2025-02-16,2025-04-20,44
37744392,720.9746835443038,680.0,79,2025-01-19,2025-04-07,79
37989675,418.4761904761905,400.0,63,2025-01-30,2025-04-20,63
38262480,1205.5555555555557,1200.0,27,2025-01-31,2025-02-26,27
38319706,529.31666625,590.0,80,2025-01-13,2025-04-20,80
38447436,1035.4653465346535,1127.0,101,2025-01-10,2025-04-20,101
38514587,857.8958326086956,867.3333,92,2025-01-19,2025-04-20,92
38616586,371.54824526315787,367.0,38,2025-02-23,2025-04-06,38
38638326,642.74583375,627.625,80,2025-01-24,2025-04-20,80
38693604,544.1176470588235,450.0,85,2025-01-21,2025-04-20,85
38695314,603.2903225806451,550.0,62,2025-01-12,2025-04-20,62
38730549,780.3333333333334,732.0,78,2025-01-19,2025-04-20,78
38800430,427.0,350.0,34,2025-02-08,2025-04-07,34
38852725,494.8709677419355,450.0,62,2025-01-26,2025-04-20,62
38899673,544.0149564102563,500.0,78,2025-01-23,2025-04-19,78
38957661,559.2727272727273,400.0,55,2025-01-22,2025-04-20,55
38980085,869.7111111111111,800.0,90,2025-01-13,2025-04-20,90
38998610,195.0,195.0,68,2025-01-22,2025-04-20,68
39007372,1100.0,1100.0,95,2025-01-16,2025-04-20,95
39051477,1543.0362326086956,1500.0,92,2025-01-19,2025-04-20,92
39059902,599.2564102564103,750.0,78,2025-01-10,2025-04-07,78
39109062,1485.1351351351352,1400.0,74,2025-01-29,2025-04-20,74
39145712,846.8387096774194,993.0,31,2025-02-07,2025-03-24,31
39316910,684.0,790.0,15,2025-03-05,2025-04-20,15
39363955,397.4149122807018,370.0,57,2025-02-03,2025-04-20,57
39394196,353.80434782608694,350.0,23,2025-03-15,2025-04-06,23
39394644,764.6444422222223,738.8333,90,2025-01-21,2025-04-20,90
39414948,561.8852459016393,490.0,61,2025-02-03,2025-04-17,61
39420557,798.4848484848485,800.0,33,2025-01-27,2025-03-09,33
39507664,533.4358974358975,599.0,39,2025-02-15,2025-04-16,39
39583346,545.0,525.0,50,2025-01-27,2025-04-19,50
39629644,445.48148148148147,350.0,27,2025-02-15,2025-04-01,27
39635217,429.3282608695652,382.5,23,2025-01-22,2025-04-20,23
39642773,370.6521739130435,400.0,46,2025-02-20,2025-04-06,46
39685785,528.8786523287672,464.16666,73,2025-02-07,2025-04-20,73
39715668,232.4923076923077,230.0,65,2025-01-14,2025-04-19,65
39745810,2352.5782516853933,2250.0,89,2025-01-22,2025-04-20,89
39820601,345.0,345.0,33,2025-03-05,2025-04-06,33
39837626,461.95652173913044,430.0,23,2025-03-04,2025-03-31,23
39972515,337.7118644067797,323.0,59,2025-02-08,2025-04-20,59
40023421,492.4646464646465,500.0,99,2025-01-12,2025-04-20,99
40039627,338.4404761904762,323.0,84,2025-01-07,2025-04-20,84
40191152,1999.7543855263157,2500.0,76,2025-01-22,2025-04-07,76
40209404,339.13698630136986,311.0,73,2025-01-14,2025-04-20,73
40236441,237.25531914893617,193.0,47,2025-01-14,2025-03-31,47
40246675,328.70454545454544,315.0,44,2025-02-25,2025-04-20,44
40250642,859.7762547945205,840.0,73,2025-01-18,2025-03-31,73
40289385,2586.3951612903224,2500.0,62,2025-02-01,2025-04-20,62
40320100,783.2199986666667,760.8333,75,2025-02-03,2025-04-19,75
40342798,657.2222222222222,700.0,81,2025-01-30,2025-04-20,81
40351988,347.53846153846155,333.0,52,2025-02-15,2025-04-14,52
40371384,590.526556043956,601.0,91,2025-01-06,2025-04-20,91
40391575,10000.0,10000.0,7,2025-04-14,2025-04-20,7
40400432,586.53125,500.0,64,2025-01-11,2025-04-07,64
40449599,578.1550916666666,537.0,72,2025-01-28,2025-04-20,72
40532740,309.625,330.0,40,2025-02-23,2025-04-16,40
40560834,706.8222222222222,708.83335,90,2025-01-16,2025-04-20,90
40576710,541.5254237288135,500.0,59,2025-01-22,2025-04-17,59
40777141,1506.888888888889,1506.0,9,2025-01-29,2025-02-27,9
40794806,700.0096153846154,709.0,52,2025-01-13,2025-03-05,52
40892344,425.0833333333333,409.0,60,2025-01-27,2025-04-20,60
40899047,297.4864864864865,290.0,37,2025-02-24,2025-04-07,37
40910065,604.7113636363637,650.0,88,2025-01-22,2025-04-19,88
40960741,288.04,275.0,75,2025-01-17,2025-04-06,75
40971559,724.3529411764706,800.0,34,2025-01-29,2025-03-12,34
41141790,697.248717948718,656.0,39,2025-01-31,2025-03-10,39
41147466,520.0,540.0,45,2025-03-07,2025-04-20,45
41193865,414.3581081081081,400.0,74,2025-01-15,2025-04-20,74
41227471,657.9012345679013,610.0,81,2025-01-11,2025-04-20,81
41260111,1787.6209835294117,1763.0,85,2025-01-12,2025-04-20,85
41270247,603.9012333333334,600.0,27,2025-02-22,2025-04-20,27
41285546,593.7866303296703,800.0,91,2025-01-12,2025-04-19,91
41404141,700.6999999999999,690.0,68,2025-02-12,2025-04-20,68
41473656,714.1529,700.0,23,2025-03-10,2025-04-12,23
41478160,488.51724137931035,400.0,29,2025-01-27,2025-03-05,29
41493620,771.6635112244898,750.0,98,2025-01-13,2025-04-20,98
41532894,761.9497278688525,791.5,61,2025-01-22,2025-04-11,61
41533462,620.4507042253521,750.0,71,2025-01-12,2025-04-07,71
41590719,400.9246575342466,400.0,73,2025-01-14,2025-04-20,73
41634696,502.6666666666667,500.0,84,2025-01-07,2025-04-06,84
41664387,180.64444444444445,180.0,45,2025-01-28,2025-04-07,45
41676390,608.0055544444444,600.0,90,2025-01-21,2025-04-20,90
41682475,469.7674418604651,400.0,43,2025-01-27,2025-04-20,43
41686810,95.42372881355932,100.0,59,2025-02-13,2025-04-20,59
41702158,1301.0869565217392,1200.0,46,2025-02-08,2025-04-17,46
41761142,377.90697674418607,270.0,43,2025-01-16,2025-04-17,43
41762297,1663.765625,1651.25,96,2025-01-14,2025-04-19,96
41769298,1059.2394366197184,1000.0,71,2025-01-07,2025-03-31,71
41786765,250.0,250.0,13,2025-03-29,2025-04-10,13
41883230,535.4716981132076,470.0,53,2025-02-04,2025-04-20,53
41888100,552.9491448717949,531.0,78,2025-01-29,2025-04-16,78
42003334,631.0435892307692,500.0,65,2025-01-30,2025-04-16,65
42013117,569.0064076923077,590.0,26,2025-01-29,2025-03-12,26
42138941,1182.608695652174,1200.0,69,2025-01-27,2025-04-05,69
42180312,194.86666666666667,200.0,60,2025-01-27,2025-04-07,60
42270655,517.2512872972973,490.0,74,2025-02-02,2025-04-16,74
42335961,573.5176470588235,500.0,85,2025-01-08,2025-04-17,85
42362925,991.3642857142858,874.0,70,2025-01-07,2025-04-17,70
42515348,837.5,900.0,32,2025-02-18,2025-04-07,32
42588365,414.5620153488372,390.0,43,2025-03-07,2025-04-18,43
42625075,1067.6024590163934,1000.0,61,2025-01-06,2025-04-20,61
42704327,1193.5138880952381,1126.5,84,2025-01-16,2025-04-20,84
42709234,730.0927835051547,899.0,97,2025-01-14,2025-04-20,97
42735835,227.0,200.0,11,2025-01-28,2025-04-06,11
42788291,632.5925925925926,700.0,54,2025-01-28,2025-04-02,54
42841323,452.2608695652174,402.0,23,2025-01-20,2025-04-08,23
43300431,2417.0454545454545,2500.0,88,2025-01-09,2025-04-06,88
43379132,413.0769230769231,340.0,26,2025-01-29,2025-04-16,26
43499385,595.5942028985507,585.0,69,2025-01-28,2025-04-20,69
43712530,601.0,601.0,21,2025-02-08,2025-02-28,21
43754654,947.5919540229885,897.0,87,2025-01-23,2025-04-19,87
44075219,2654.4266857142857,2778.4285,14,2025-01-10,2025-01-23,14
44153810,188.375,199.0,48,2025-03-04,2025-04-20,48
44192417,339.7692307692308,310.0,39,2025-01-14,2025-04-07,39
44369632,707.5,705.0,12,2025-01-15,2025-02-17,12
44425260,496.6181818181819,450.0,66,2025-01-31,2025-04-20,66
44890294,1000.0,1000.0,2,2025-02-10,2025-02-11,2
44895797,703.0769230769231,705.0,13,2025-01-27,2025-02-18,13
45002455,380.7692307692308,250.0,26,2025-02-27,2025-04-17,26
45184991,648.0,648.0,62,2025-01-29,2025-03-31,62
45350304,706.506329113924,450.0,79,2025-02-01,2025-04-20,79
45382246,648.5394736842105,850.0,38,2025-01-31,2025-04-02,38
45480718,361.5416666666667,458.5,12,2025-02-10,2025-04-20,12
45512442,676.2868852459017,790.0,61,2025-01-10,2025-04-07,61
45513430,782.9213483146067,780.0,89,2025-01-22,2025-04-20,89
45531969,658.5433962264151,650.0,53,2025-02-16,2025-04-20,53
45621607,331.2382628169014,350.0,71,2025-02-01,2025-04-20,71
45687710,419.45569620253167,350.0,79,2025-02-01,2025-04-20,79
45711835,888.4615384615385,900.0,13,2025-02-05,2025-02-23,13
45726200,1441.5444444444445,1590.0,45,2025-01-11,2025-04-20,45
45768161,662.6506024096385,850.0,83,2025-01-09,2025-04-20,83
45780750,850.0,850.0,12,2025-04-08,2025-04-19,12
45803876,522.9935897435897,450.0,78,2025-01-20,2025-04-20,78
45822839,452.94871794871796,390.0,78,2025-01-13,2025-04-20,78
45889892,621.6666666666666,595.0,60,2025-01-13,2025-04-20,60
45911573,979.8285714285714,969.0,35,2025-01-20,2025-03-10,35
45911990,640.2756384615385,560.0,26,2025-01-27,2025-03-31,26
45923984,371.625,307.625,28,2025-02-16,2025-04-17,28
45973790,638.1600683168316,644.3333,101,2025-01-06,2025-04-20,101
46011731,607.3809523809524,590.0,21,2025-02-12,2025-04-06,21
46036384,344.62931034482756,330.0,58,2025-01-23,2025-04-20,58
46048925,982.7994472527472,937.3333,91,2025-01-13,2025-04-20,91
46048941,371.8235294117647,400.0,34,2025-02-11,2025-04-06,34
46072703,726.1222222222223,584.0,45,2025-02-10,2025-04-16,45
46088002,648.0,648.0,58,2025-01-28,2025-03-31,58
46116173,387.4032258064516,300.0,31,2025-02-25,2025-04-20,31
46220279,652.32125,697.0,80,2025-01-27,2025-04-16,80
46222390,483.32876712328766,500.0,73,2025-01-30,2025-04-19,73
46298558,681.1851851851852,697.5,54,2025-01-30,2025-04-20,54
46327705,1003.4833350000001,944.0,40,2025-02-16,2025-03-27,40
46372862,425.2925675675676,518.0,74,2025-01-24,2025-04-07,74
46451253,575.6549295774648,440.0,71,2025-01-24,2025-04-20,71
46530405,1069.0230939759037,1022.0,83,2025-01-24,2025-04-20,83
46550767,757.4468085106383,800.0,47,2025-01-28,2025-03-31,47
46598066,1036.6372552941177,1000.0,85,2025-01-26,2025-04-20,85
46604700,350.73754781609193,350.0,87,2025-01-22,2025-04-20,87
46678933,745.8762886597938,750.0,97,2025-01-14,2025-04-20,97
46690986,1315.2637362637363,1299.0,91,2025-01-06,2025-04-06,91
46704215,583.6955909090909,580.0,11,2025-02-03,2025-02-13,11
46710652,599.4929577464789,550.0,71,2025-01-26,2025-04-20,71
46724379,446.70166700000004,481.0,100,2025-01-10,2025-04-19,100
46755580,300.0,300.0,58,2025-02-02,2025-03-31,58
46769078,899.9767021505376,988.0,93,2025-01-07,2025-04-19,93
46866680,510.5223880597015,450.0,67,2025-01-12,2025-04-20,67
46878566,497.962962962963,500.0,81,2025-01-29,2025-04-19,81
46896012,617.9261538461539,550.0,65,2025-02-15,2025-04-20,65
46936020,398.24074074074076,380.0,54,2025-01-25,2025-03-31,54
46990438,532.07,600.0,60,2025-01-31,2025-03-31,60
47000276,582.8571428571429,500.0,42,2025-02-16,2025-04-20,42
47006355,684.8775510204082,592.0,49,2025-01-25,2025-04-06,49
47052262,445.65700492753626,399.0,69,2025-01-24,2025-04-20,69
47089646,526.0039215686274,472.0,51,2025-02-15,2025-04-06,51
47172145,618.0945932432433,688.83335,74,2025-01-13,2025-04-19,74
47213093,290.5,290.5,22,2025-02-17,2025-03-31,22
47222306,199.68085106382978,175.0,47,2025-01-27,2025-04-06,47
47232230,994.875,1001.0,16,2025-02-12,2025-02-27,16
47254288,497.9166666666667,450.0,72,2025-02-08,2025-04-20,72
47260862,503.09090909090907,450.0,44,2025-01-29,2025-04-20,44
47269826,603.0,603.0,12,2025-02-17,2025-02-28,12
47325492,639.0775606741573,607.7778,89,2025-01-22,2025-04-20,89
47326216,1118.3908045977012,1100.0,87,2025-01-18,2025-04-20,87
47402735,462.0257575757576,399.0,66,2025-01-25,2025-04-20,66
47421617,404.18981499999995,370.0,36,2025-02-24,2025-03-31,36
47543180,237.82894736842104,250.0,38,2025-02-20,2025-04-20,38
47558531,762.0311111111112,850.0,90,2025-01-21,2025-04-20,90
47783121,423.53685846153843,405.0,52,2025-02-10,2025-04-20,52
47802450,209.9655172413793,210.0,29,2025-02-25,2025-04-09,29
47816646,528.2465753424658,590.0,73,2025-01-12,2025-04-06,73
